Date,precipitation_mm,temp_max,temp_min,humidity,wind_speed,solar_radiation,pressure
2012-08-13,7.28,31.41,22.98,94.88,4.2,2.81,100.33
2012-08-14,13.54,28.53,23.1,91.72,3.83,1.0,100.79
2012-08-15,7.96,29.47,23.97,92.4,3.13,3.63,100.41
2012-08-16,10.44,30.63,22.82,94.1,2.39,1.0,100.32
2012-08-17,1.44,29.54,24.55,81.27,4.73,3.1,100.33
2012-08-18,61.23,25.77,23.49,87.96,3.53,1.0,100.38
2012-08-19,10.45,26.57,23.55,91.78,3.2,1.13,100.52
2012-08-20,5.12,27.63,23.28,83.07,2.96,2.77,100.62
2012-08-21,0.0,30.43,23.63,93.88,1.8,4.16,99.85
2012-08-22,7.52,28.57,23.44,90.02,4.18,2.44,100.31
2012-08-23,28.46,30.48,25.37,82.6,5.96,2.65,100.63
2012-08-24,11.13,29.43,21.83,89.72,3.47,1.72,100.19
2012-08-25,1.03,28.85,21.04,86.4,3.8,3.15,100.53
2012-08-26,6.93,29.42,21.91,96.39,3.72,2.01,100.45
2012-08-27,21.82,27.86,24.1,98.0,5.47,1.59,100.19
2012-08-28,27.94,30.55,25.1,96.69,6.9,1.0,100.36
2012-08-29,6.26,27.84,22.84,98.0,3.81,1.69,100.48
2012-08-30,0.0,26.95,23.26,88.38,3.61,5.0,100.72
2012-08-31,31.09,27.06,21.88,93.65,3.78,1.32,100.7
2012-09-01,2.69,30.9,20.32,92.63,3.06,2.17,101.01
2012-09-02,0.0,30.1,23.73,75.13,2.3,2.91,100.52
2012-09-03,0.0,31.13,25.36,90.51,2.96,2.58,101.21
2012-09-04,0.0,30.19,24.48,95.75,2.62,2.19,100.56
2012-09-05,13.03,27.27,25.27,96.15,4.12,2.12,100.29
2012-09-06,0.0,29.3,20.99,88.69,3.14,3.25,100.39
2012-09-07,1.45,26.76,24.76,87.96,4.17,3.03,100.47
2012-09-08,74.15,29.45,23.29,95.12,4.08,1.0,100.3
2012-09-09,0.0,32.5,21.92,85.27,2.8,3.04,100.32
2012-09-10,6.08,28.41,25.37,92.73,3.34,2.52,100.77
2012-09-11,0.0,30.31,23.56,84.77,2.77,3.67,100.88
2012-09-12,5.56,29.15,22.18,88.69,4.39,2.21,100.36
2012-09-13,4.82,28.08,21.84,83.22,3.34,1.43,100.46
2012-09-14,5.88,28.93,24.57,96.37,4.78,1.79,100.16
2012-09-15,8.35,28.67,23.58,98.0,4.14,2.55,100.88
2012-09-16,35.0,27.11,21.81,98.0,3.4,1.0,100.85
2012-09-17,66.51,31.31,23.84,96.43,4.37,3.05,100.24
2012-09-18,0.0,29.89,23.31,90.29,3.22,5.72,101.18
2012-09-19,9.18,28.37,22.59,79.81,2.86,3.53,100.75
2012-09-20,0.0,29.21,23.99,93.35,4.22,2.47,100.17
2012-09-21,41.87,30.4,20.99,91.5,5.47,1.48,100.66
2012-09-22,10.73,28.84,24.32,90.6,3.93,1.77,100.07
2012-09-23,142.16,30.45,23.6,98.0,5.34,1.0,100.8
2012-09-24,0.0,30.25,21.81,82.56,3.26,2.14,100.27
2012-09-25,12.91,31.48,23.58,82.15,2.52,3.71,100.54
2012-09-26,40.69,30.74,20.4,88.3,4.92,1.22,100.63
2012-09-27,34.31,28.75,22.65,89.99,5.69,1.15,100.52
2012-09-28,9.9,27.9,24.2,95.44,2.33,2.16,100.42
2012-09-29,77.23,26.53,24.3,98.0,4.89,3.12,100.42
2012-09-30,17.52,29.61,24.25,94.02,3.87,1.33,100.65
2012-10-01,9.74,31.33,24.49,94.3,1.78,4.11,100.84
2012-10-02,0.0,28.84,22.85,77.61,1.49,4.35,100.58
2012-10-03,0.0,30.14,23.19,81.35,2.51,5.35,101.36
2012-10-04,0.0,29.29,23.5,78.3,1.93,4.98,101.31
2012-10-05,0.0,32.18,22.89,72.59,2.47,4.94,101.06
2012-10-06,11.07,28.87,21.17,82.51,2.19,1.61,101.24
2012-10-07,0.0,30.51,24.89,83.38,2.98,5.27,100.4
2012-10-08,0.0,29.8,25.33,79.9,1.32,6.18,100.81
2012-10-09,0.0,29.6,22.68,79.6,1.73,5.58,100.3
2012-10-10,0.0,30.49,22.31,79.31,3.09,3.54,101.78
2012-10-11,0.0,31.26,22.33,82.92,2.99,5.53,100.93
2012-10-12,4.0,30.37,21.82,80.89,3.64,3.86,101.05
2012-10-13,2.27,29.81,22.11,82.25,2.5,3.83,100.86
2012-10-14,0.0,29.01,23.52,85.26,2.33,5.69,100.51
2012-10-15,9.97,31.59,21.81,85.79,2.19,4.25,100.94
2012-10-16,0.0,30.48,20.25,73.84,1.82,5.69,101.14
2012-10-17,12.73,28.36,23.79,82.55,2.53,2.02,101.26
2012-10-18,7.57,29.24,23.79,78.43,3.56,3.4,100.31
2012-10-19,4.59,32.32,21.29,76.5,2.6,3.18,101.06
2012-10-20,0.56,30.91,23.41,80.61,2.38,4.09,100.63
2012-10-21,0.0,30.03,24.45,86.22,3.51,5.22,100.78
2012-10-22,0.0,30.05,23.61,83.18,3.38,5.56,101.39
2012-10-23,0.0,30.54,21.13,83.7,1.89,4.29,101.02
2012-10-24,32.54,29.05,23.33,82.57,2.74,1.2,100.88
2012-10-25,0.0,30.22,23.64,86.54,1.57,2.99,101.22
2012-10-26,0.0,30.82,24.1,79.28,1.12,2.74,100.95
2012-10-27,0.23,28.49,23.15,79.56,2.44,5.36,100.4
2012-10-28,0.0,28.57,24.81,88.08,2.43,4.26,100.94
2012-10-29,0.0,27.31,23.47,81.62,1.55,5.04,100.8
2012-10-30,3.32,32.61,24.74,83.55,1.99,3.34,101.15
2012-10-31,0.49,31.94,23.63,83.54,2.51,3.79,100.97
2012-11-01,0.0,29.59,23.41,74.14,1.8,6.93,101.18
2012-11-02,0.0,30.15,25.19,75.92,0.6,4.58,101.17
2012-11-03,0.0,33.61,21.5,83.93,1.65,3.93,101.13
2012-11-04,0.0,28.84,23.41,78.72,1.35,4.91,100.96
2012-11-05,0.86,30.47,24.43,83.8,2.47,4.42,100.78
2012-11-06,0.0,30.67,23.46,86.86,3.12,4.95,100.74
2012-11-07,15.63,29.68,22.56,79.16,1.75,3.49,100.83
2012-11-08,0.0,28.77,22.96,81.9,2.59,4.38,100.75
2012-11-09,0.0,30.1,21.84,73.49,1.37,4.51,100.33
2012-11-10,0.0,27.91,22.71,83.15,2.72,6.27,100.93
2012-11-11,6.64,30.59,21.74,80.15,2.58,4.81,100.98
2012-11-12,0.0,32.17,23.76,79.37,2.06,4.94,100.93
2012-11-13,0.0,32.05,24.64,76.31,4.5,5.64,100.85
2012-11-14,4.93,29.49,21.88,71.41,1.95,4.72,101.13
2012-11-15,0.0,29.37,24.13,80.59,2.17,5.41,100.93
2012-11-16,0.0,28.2,24.02,72.51,1.4,5.55,100.39
2012-11-17,0.0,31.72,24.0,82.73,1.93,5.84,100.54
2012-11-18,0.0,30.58,23.32,88.71,1.19,4.98,100.41
2012-11-19,1.84,31.13,23.99,90.08,1.98,4.8,101.15
2012-11-20,0.18,28.45,22.62,74.72,1.53,6.11,101.21
2012-11-21,0.0,29.46,23.64,82.14,3.22,5.85,100.99
2012-11-22,0.0,31.48,21.54,79.06,1.76,5.92,100.73
2012-11-23,2.03,30.78,22.02,79.24,3.07,4.94,101.04
2012-11-24,0.0,28.58,24.58,73.96,2.69,3.53,100.91
2012-11-25,0.0,27.85,22.21,76.37,1.74,4.46,101.11
2012-11-26,0.0,29.32,22.97,73.92,2.52,5.7,101.07
2012-11-27,0.59,31.23,22.79,76.28,1.99,6.3,100.38
2012-11-28,0.0,28.67,24.16,72.15,2.56,4.13,101.35
2012-11-29,0.0,30.09,23.75,74.77,2.0,4.84,100.76
2012-11-30,0.0,29.98,22.77,81.7,0.35,5.87,101.14
2012-12-01,0.0,28.22,21.68,70.03,2.14,6.51,101.76
2012-12-02,0.25,31.38,22.41,72.63,2.13,5.44,100.84
2012-12-03,1.02,33.53,20.88,71.55,2.38,4.79,101.23
2012-12-04,0.0,31.95,20.68,72.62,0.96,6.33,101.34
2012-12-05,0.0,29.23,19.6,73.63,1.52,4.75,101.41
2012-12-06,0.0,28.88,21.8,75.7,2.24,6.5,101.13
2012-12-07,0.0,31.63,20.39,67.75,3.73,5.61,100.81
2012-12-08,0.0,30.5,19.03,77.92,2.63,5.02,101.18
2012-12-09,0.0,32.27,18.62,73.14,1.1,6.88,101.73
2012-12-10,0.0,29.28,19.49,64.02,0.48,5.3,101.29
2012-12-11,0.0,33.77,22.05,71.86,0.98,5.38,101.35
2012-12-12,0.0,30.7,22.73,62.81,2.52,5.42,100.92
2012-12-13,0.0,30.85,22.09,75.08,1.72,6.08,101.16
2012-12-14,0.0,27.7,20.48,64.16,1.2,4.41,100.7
2012-12-15,0.0,29.11,21.41,67.91,2.63,4.67,101.56
2012-12-16,0.0,30.23,21.07,67.51,1.54,5.1,101.31
2012-12-17,0.0,30.81,20.74,69.89,3.72,6.48,101.04
2012-12-18,0.0,34.08,21.79,78.17,0.3,6.03,100.54
2012-12-19,0.0,31.69,22.89,75.26,2.23,5.59,100.92
2012-12-20,0.0,28.82,19.18,67.8,1.83,5.53,101.03
2012-12-21,0.0,30.55,19.85,68.68,1.7,4.23,101.39
2012-12-22,0.0,28.2,19.83,71.4,1.5,5.3,101.58
2012-12-23,0.0,28.97,21.45,68.21,1.52,5.12,100.89
2012-12-24,0.0,31.9,20.59,65.82,1.91,5.48,100.87
2012-12-25,0.0,28.96,19.99,76.44,1.45,6.29,101.29
2012-12-26,0.0,33.73,20.98,66.98,2.38,6.11,101.1
2012-12-27,0.0,27.8,19.39,69.29,1.84,4.25,100.9
2012-12-28,0.0,31.58,20.46,67.12,2.07,4.58,101.42
2012-12-29,0.0,29.9,21.99,73.37,0.39,5.5,101.34
2012-12-30,0.0,31.18,21.22,72.89,1.93,5.5,101.24
2012-12-31,0.0,29.16,18.98,71.1,1.26,4.98,100.96
2013-01-01,0.0,30.4,20.0,64.96,1.56,6.42,101.55
2013-01-02,0.0,31.56,19.31,66.13,1.96,5.26,101.15
2013-01-03,0.0,28.33,22.58,74.06,2.08,5.7,100.82
2013-01-04,0.0,29.66,20.28,70.85,2.1,5.71,101.28
2013-01-05,0.0,32.98,18.82,60.69,1.05,5.08,100.85
2013-01-06,0.0,30.92,20.55,72.58,2.28,5.89,100.82
2013-01-07,0.0,32.79,21.24,69.63,1.46,6.99,101.23
2013-01-08,0.0,33.65,21.6,64.03,1.78,5.1,101.24
2013-01-09,0.0,27.9,21.23,68.78,1.99,5.49,101.54
2013-01-10,0.0,32.63,20.41,74.01,2.46,5.37,100.57
2013-01-11,0.0,31.83,18.69,76.66,1.15,4.24,101.05
2013-01-12,0.0,30.23,21.64,76.49,2.54,5.25,100.53
2013-01-13,0.0,33.4,21.19,69.97,2.54,5.57,101.49
2013-01-14,0.0,33.29,20.42,74.88,3.01,5.49,100.9
2013-01-15,0.0,29.46,20.7,71.05,2.35,7.27,101.41
2013-01-16,0.0,29.99,17.6,70.14,2.45,4.85,100.84
2013-01-17,0.0,31.85,21.14,74.07,2.08,5.42,101.22
2013-01-18,0.0,29.64,18.56,77.1,1.66,5.75,101.18
2013-01-19,0.0,34.29,22.96,78.04,1.15,5.91,101.01
2013-01-20,0.0,31.64,19.32,79.79,1.02,5.18,100.72
2013-01-21,0.0,30.75,19.17,73.36,1.07,7.31,101.04
2013-01-22,0.0,30.59,22.4,73.67,2.01,5.76,101.3
2013-01-23,0.0,30.34,23.5,66.69,0.76,5.58,100.58
2013-01-24,0.0,31.97,21.85,74.59,2.12,4.86,101.22
2013-01-25,0.0,32.13,22.72,73.2,1.91,6.75,100.98
2013-01-26,0.0,32.33,18.91,66.63,1.71,6.24,100.87
2013-01-27,0.0,29.38,20.66,61.79,1.12,6.04,100.97
2013-01-28,0.0,29.05,20.73,78.59,1.67,4.64,101.36
2013-01-29,0.0,31.16,21.39,76.49,2.01,5.83,100.76
2013-01-30,0.0,33.04,21.45,71.64,0.79,5.77,101.05
2013-01-31,0.0,34.18,21.1,67.99,2.64,5.65,101.56
2013-02-01,0.0,28.7,20.98,65.39,2.57,7.6,100.74
2013-02-02,0.0,31.9,20.58,61.96,2.45,5.23,100.84
2013-02-03,0.0,31.5,22.57,64.88,2.53,5.42,101.59
2013-02-04,0.0,32.97,19.04,70.95,2.84,5.91,100.83
2013-02-05,0.0,32.7,19.74,77.27,1.84,5.21,101.39
2013-02-06,0.0,30.28,18.6,69.91,2.18,7.0,101.14
2013-02-07,5.65,33.56,18.88,70.64,2.57,3.76,100.98
2013-02-08,0.0,30.08,20.28,71.18,2.52,5.1,101.44
2013-02-09,0.0,27.94,22.29,68.65,1.81,5.93,100.91
2013-02-10,0.0,30.98,18.38,66.4,0.2,4.43,101.37
2013-02-11,0.0,31.47,21.56,67.83,2.17,5.43,101.29
2013-02-12,0.0,32.53,20.26,76.55,0.2,6.39,100.81
2013-02-13,0.0,30.78,20.09,67.87,2.33,5.95,101.12
2013-02-14,0.0,33.56,23.38,75.25,2.09,4.53,101.77
2013-02-15,0.0,30.42,20.86,73.08,3.21,6.7,100.75
2013-02-16,0.0,30.99,20.52,72.86,1.91,5.45,101.21
2013-02-17,0.0,33.07,20.9,66.78,2.58,5.87,101.01
2013-02-18,0.0,32.08,18.97,73.95,2.9,5.31,101.29
2013-02-19,0.0,32.61,21.04,70.67,1.82,6.3,101.37
2013-02-20,0.0,31.04,19.69,71.52,1.38,4.79,101.12
2013-02-21,0.0,32.43,21.19,70.67,1.54,4.39,101.52
2013-02-22,0.0,30.76,20.68,74.85,1.92,5.94,101.22
2013-02-23,0.0,29.97,20.15,69.88,1.7,6.35,100.57
2013-02-24,0.0,31.67,21.03,71.1,1.71,5.9,101.93
2013-02-25,0.0,30.98,19.31,70.74,0.9,5.82,101.37
2013-02-26,0.0,31.23,19.91,63.08,2.94,6.17,101.16
2013-02-27,0.0,32.73,21.51,70.16,3.29,4.74,100.9
2013-02-28,0.0,32.83,22.67,77.96,2.33,5.14,101.28
2013-03-01,0.0,33.67,22.47,73.46,2.08,6.47,100.97
2013-03-02,0.0,34.64,25.3,77.07,1.36,5.13,100.65
2013-03-03,15.03,33.84,24.27,85.08,3.68,3.2,100.69
2013-03-04,0.0,34.48,21.56,82.36,2.53,7.51,100.84
2013-03-05,4.21,34.61,25.86,75.29,4.53,7.26,101.03
2013-03-06,15.75,32.61,25.78,79.59,3.49,4.54,101.08
2013-03-07,0.0,34.73,25.07,84.22,1.44,6.23,100.74
2013-03-08,0.0,34.64,25.49,69.7,3.4,7.58,100.46
2013-03-09,0.0,33.18,25.23,74.36,3.97,4.73,100.91
2013-03-10,0.0,34.49,22.71,67.87,1.7,6.84,101.06
2013-03-11,0.0,33.74,24.92,70.34,2.92,4.26,100.54
2013-03-12,0.0,35.88,22.56,70.78,2.13,5.69,100.72
2013-03-13,0.0,33.33,27.01,71.49,2.91,5.78,101.14
2013-03-14,0.0,31.23,23.14,73.34,2.64,6.09,100.59
2013-03-15,14.13,33.23,25.44,86.98,1.01,3.74,100.7
2013-03-16,0.0,36.79,24.74,76.91,1.35,5.96,101.19
2013-03-17,0.0,36.61,24.28,80.99,1.83,5.48,101.41
2013-03-18,13.15,31.42,25.86,77.07,1.82,3.97,100.56
2013-03-19,0.0,30.41,26.85,79.56,2.78,7.15,100.46
2013-03-20,5.88,34.37,25.06,86.15,0.73,4.62,100.34
2013-03-21,0.0,33.18,26.44,72.33,2.54,5.02,101.05
2013-03-22,0.0,31.34,21.88,77.73,2.16,7.55,100.53
2013-03-23,0.0,34.99,26.99,77.28,2.88,7.46,100.57
2013-03-24,2.85,31.92,24.83,78.71,1.76,5.37,100.23
2013-03-25,0.0,31.69,24.65,69.41,2.21,6.81,101.02
2013-03-26,0.0,32.13,25.95,69.35,1.6,5.57,100.93
2013-03-27,0.0,33.33,26.12,75.26,1.55,6.54,100.63
2013-03-28,0.0,32.25,24.73,78.12,3.09,6.92,101.34
2013-03-29,0.0,31.2,21.72,70.78,2.51,7.32,101.3
2013-03-30,0.0,31.81,25.09,73.47,2.34,5.83,101.57
2013-03-31,0.0,34.27,24.05,73.5,4.76,5.73,100.6
2013-04-01,1.28,32.05,26.0,75.04,2.12,4.07,101.27
2013-04-02,7.86,34.88,22.57,72.91,2.88,4.49,100.67
2013-04-03,0.0,33.54,24.37,79.52,3.4,4.9,100.93
2013-04-04,0.0,31.11,25.03,79.07,3.58,5.53,100.88
2013-04-05,9.36,32.69,23.61,86.15,2.11,4.58,100.86
2013-04-06,0.0,34.78,25.16,71.12,2.35,5.18,100.94
2013-04-07,1.69,35.32,27.0,76.6,2.05,5.9,100.67
2013-04-08,0.0,32.33,24.1,83.29,1.48,5.57,100.97
2013-04-09,0.0,32.78,23.91,77.98,1.9,6.28,101.06
2013-04-10,11.02,35.3,23.79,82.11,2.33,4.09,101.15
2013-04-11,0.0,31.37,25.46,70.28,2.22,6.15,101.01
2013-04-12,0.27,34.21,23.87,80.31,1.67,6.36,100.37
2013-04-13,5.5,35.54,26.07,84.37,2.53,5.15,101.28
2013-04-14,0.0,33.49,25.19,72.62,2.7,5.22,101.17
2013-04-15,5.19,34.51,22.77,70.27,1.74,4.67,101.26
2013-04-16,2.14,33.61,23.86,82.02,1.85,5.34,100.87
2013-04-17,0.0,33.07,24.09,69.45,2.66,7.8,101.02
2013-04-18,11.23,35.59,23.8,65.76,2.56,2.55,101.03
2013-04-19,1.02,32.17,23.71,68.33,3.39,5.46,100.71
2013-04-20,0.0,34.08,26.63,83.36,1.22,4.92,101.04
2013-04-21,0.0,33.19,22.76,70.67,1.61,5.5,100.95
2013-04-22,2.61,33.06,25.23,71.66,1.36,2.98,101.3
2013-04-23,8.17,33.76,23.49,83.84,2.12,4.43,101.5
2013-04-24,0.0,30.37,24.08,75.91,3.31,3.67,100.5
2013-04-25,0.0,32.2,25.03,66.34,2.09,5.97,100.96
2013-04-26,0.38,31.98,22.84,77.51,1.77,4.95,100.74
2013-04-27,7.4,33.92,24.9,70.82,2.45,3.61,101.01
2013-04-28,1.68,33.62,23.42,73.87,2.29,6.5,100.78
2013-04-29,3.89,34.6,25.06,73.17,1.43,5.99,101.05
2013-04-30,0.0,33.4,23.42,74.74,1.73,5.6,101.02
2013-05-01,0.0,31.25,22.94,71.55,1.75,4.65,101.45
2013-05-02,1.61,34.41,21.63,74.59,3.6,6.26,100.44
2013-05-03,0.0,36.9,24.0,81.21,1.19,5.88,101.09
2013-05-04,0.0,33.96,26.75,78.61,4.2,5.16,101.28
2013-05-05,1.13,33.54,25.24,78.97,2.94,5.35,100.81
2013-05-06,0.0,33.12,25.33,76.48,2.33,4.94,100.96
2013-05-07,0.0,31.29,23.5,75.01,3.63,5.24,100.56
2013-05-08,2.78,31.75,24.02,80.2,3.18,4.72,101.08
2013-05-09,0.0,33.4,26.68,69.09,2.61,5.18,100.63
2013-05-10,0.92,32.82,21.84,66.93,3.16,6.08,101.34
2013-05-11,0.0,34.52,23.79,79.88,2.77,5.7,100.58
2013-05-12,1.66,31.27,24.66,79.71,3.44,5.35,100.89
2013-05-13,0.0,33.06,26.67,81.98,2.0,5.11,101.22
2013-05-14,0.0,31.21,25.96,72.27,3.46,6.0,101.33
2013-05-15,16.49,31.42,24.38,76.27,2.37,3.82,100.81
2013-05-16,0.0,36.4,25.87,74.24,4.63,5.5,100.78
2013-05-17,0.0,33.7,22.62,75.69,1.7,5.94,100.96
2013-05-18,0.0,36.45,23.39,77.62,2.07,5.19,100.92
2013-05-19,0.0,33.86,24.0,87.68,1.59,5.71,100.8
2013-05-20,0.0,32.26,22.79,67.2,2.41,6.65,100.86
2013-05-21,0.0,32.71,24.05,87.32,0.78,4.97,100.57
2013-05-22,0.0,32.44,24.8,77.01,2.66,5.44,101.08
2013-05-23,6.19,33.24,24.8,86.44,2.85,4.41,100.99
2013-05-24,0.0,36.89,24.69,77.72,3.1,4.93,100.95
2013-05-25,0.0,34.77,25.53,81.2,2.55,5.89,101.09
2013-05-26,0.0,33.06,25.08,74.74,3.39,5.08,100.28
2013-05-27,0.0,33.89,24.13,76.99,3.27,5.45,101.06
2013-05-28,0.0,34.96,25.48,79.59,2.51,5.08,100.69
2013-05-29,0.0,34.16,24.06,71.42,2.52,4.79,100.8
2013-05-30,0.0,31.75,25.52,80.24,3.04,7.13,100.5
2013-05-31,0.0,33.12,25.62,75.09,2.79,4.12,101.27
2013-06-01,0.0,30.27,21.45,85.7,2.36,4.13,100.03
2013-06-02,24.02,30.38,24.04,98.0,5.03,1.2,100.09
2013-06-03,23.52,28.73,21.95,88.54,5.14,1.89,100.83
2013-06-04,38.28,24.34,22.34,94.91,4.8,1.37,101.31
2013-06-05,1.73,32.44,21.89,83.95,2.68,3.67,100.25
2013-06-06,54.7,29.34,23.17,97.15,4.69,2.27,100.8
2013-06-07,7.54,31.27,21.6,89.33,3.33,1.71,100.49
2013-06-08,0.0,28.98,23.44,78.91,5.28,2.45,100.29
2013-06-09,0.0,30.54,20.73,96.72,3.63,3.79,100.6
2013-06-10,24.21,29.17,23.38,93.71,4.7,1.15,100.8
2013-06-11,6.94,29.09,23.44,90.57,3.89,3.43,100.51
2013-06-12,60.49,29.26,23.03,90.66,4.78,1.05,100.1
2013-06-13,0.0,29.87,22.1,89.21,3.12,3.06,100.31
2013-06-14,9.19,32.64,23.39,96.23,3.64,1.38,100.93
2013-06-15,0.0,29.13,23.06,93.58,4.58,3.05,100.51
2013-06-16,18.74,28.09,24.23,83.13,3.4,1.79,100.16
2013-06-17,27.37,30.03,24.32,89.58,6.11,1.0,100.36
2013-06-18,32.85,29.31,22.11,98.0,4.16,1.0,101.17
2013-06-19,22.46,30.05,23.45,85.36,5.16,1.75,100.5
2013-06-20,14.35,28.75,21.46,94.5,4.11,1.38,99.82
2013-06-21,0.0,30.81,21.67,87.28,2.13,4.4,100.05
2013-06-22,0.0,30.47,24.59,90.51,4.26,2.97,100.91
2013-06-23,8.39,30.18,25.39,90.47,5.07,2.78,100.29
2013-06-24,3.75,30.47,24.43,89.18,3.1,1.62,100.52
2013-06-25,0.0,28.38,25.5,85.42,3.97,3.65,100.63
2013-06-26,29.8,31.25,22.76,89.4,4.87,1.46,100.82
2013-06-27,0.0,28.41,23.93,87.89,3.44,2.63,99.94
2013-06-28,43.53,27.29,23.43,98.0,5.12,1.45,100.94
2013-06-29,5.4,28.95,23.42,92.78,2.64,2.55,100.25
2013-06-30,63.06,26.52,22.0,94.33,4.9,2.05,100.75
2013-07-01,0.0,30.47,21.53,86.25,3.8,3.27,100.41
2013-07-02,13.08,29.98,21.8,97.02,2.91,1.0,100.23
2013-07-03,190.82,26.35,24.35,87.01,5.86,2.2,100.36
2013-07-04,11.34,29.15,23.06,94.19,4.09,1.76,100.58
2013-07-05,14.99,29.1,25.21,93.21,3.21,1.0,99.84
2013-07-06,3.61,29.75,26.78,80.98,3.81,1.13,99.85
2013-07-07,26.42,31.74,23.44,97.06,4.37,2.54,100.91
2013-07-08,0.0,28.45,23.24,91.69,3.89,2.12,100.16
2013-07-09,15.54,28.85,20.34,98.0,3.66,1.0,100.81
2013-07-10,0.0,31.74,25.07,91.03,4.01,2.27,99.68
2013-07-11,56.23,28.12,21.62,96.45,5.27,1.77,100.38
2013-07-12,15.07,29.14,25.04,89.63,3.13,2.48,100.29
2013-07-13,29.4,28.92,22.15,96.14,5.88,2.3,100.61
2013-07-14,155.9,28.1,21.83,92.26,5.16,2.07,100.41
2013-07-15,32.95,28.73,22.64,87.26,4.2,1.46,100.96
2013-07-16,0.0,30.46,22.72,79.59,3.53,3.7,100.48
2013-07-17,15.97,32.2,24.05,94.93,3.36,1.23,99.9
2013-07-18,22.17,30.24,24.99,88.22,3.96,1.04,100.28
2013-07-19,119.67,25.51,22.7,87.14,4.09,1.95,100.39
2013-07-20,6.55,28.26,23.41,90.46,5.27,3.35,100.32
2013-07-21,14.75,30.45,23.66,89.26,3.57,1.0,100.49
2013-07-22,153.57,27.51,22.28,86.98,5.02,1.66,100.67
2013-07-23,32.35,25.99,21.96,89.57,4.29,2.21,100.35
2013-07-24,158.68,28.56,23.44,93.63,3.54,2.75,100.4
2013-07-25,19.25,28.06,24.68,88.7,3.67,1.62,100.4
2013-07-26,7.05,30.55,21.83,87.06,2.35,2.67,100.23
2013-07-27,30.31,27.0,21.29,89.19,5.57,2.23,100.71
2013-07-28,11.37,30.65,21.15,81.98,1.9,1.0,100.91
2013-07-29,75.51,29.32,23.18,98.0,4.14,1.52,100.78
2013-07-30,22.53,28.96,25.01,95.64,4.91,1.0,100.42
2013-07-31,7.38,31.74,23.44,98.0,2.57,2.68,100.42
2013-08-01,13.69,28.13,24.57,97.08,2.7,1.0,100.62
2013-08-02,1.59,28.91,24.01,93.87,3.23,2.04,100.38
2013-08-03,22.59,32.08,21.94,93.82,4.81,2.58,100.06
2013-08-04,126.57,26.76,23.8,90.43,5.17,1.0,100.86
2013-08-05,29.6,27.88,25.37,87.05,5.26,1.26,100.65
2013-08-06,119.34,27.14,21.61,89.36,5.61,2.18,100.88
2013-08-07,0.0,32.02,21.91,85.56,3.41,4.16,100.9
2013-08-08,5.0,27.74,24.46,95.87,4.12,3.13,100.37
2013-08-09,13.08,26.3,24.08,98.0,3.66,1.4,100.52
2013-08-10,0.0,29.4,23.3,81.13,3.54,2.54,100.34
2013-08-11,53.65,28.15,20.9,98.0,4.47,1.75,100.51
2013-08-12,70.48,27.47,24.55,91.85,4.78,1.0,100.71
2013-08-13,0.77,29.14,24.73,86.63,3.3,2.89,100.06
2013-08-14,8.14,29.03,24.8,89.37,3.29,3.47,100.77
2013-08-15,25.44,29.54,24.2,91.56,4.58,2.57,100.94
2013-08-16,6.21,30.67,25.7,92.19,3.71,3.08,100.97
2013-08-17,0.0,28.34,21.72,84.61,2.96,4.28,100.48
2013-08-18,44.54,25.84,21.04,92.36,4.69,1.78,101.05
2013-08-19,0.0,28.52,23.88,87.92,3.13,3.54,101.05
2013-08-20,16.57,30.12,22.3,93.61,3.86,1.0,100.98
2013-08-21,119.77,27.89,22.0,93.34,4.88,1.95,100.31
2013-08-22,119.91,28.48,23.1,88.99,4.97,1.19,100.39
2013-08-23,7.58,28.92,24.08,85.91,3.33,2.33,100.62
2013-08-24,0.0,29.28,24.8,92.82,5.27,1.72,100.91
2013-08-25,46.72,27.83,22.88,90.4,4.79,1.96,100.14
2013-08-26,7.33,29.91,23.98,95.76,3.4,2.54,100.71
2013-08-27,8.95,31.83,24.15,87.78,4.95,3.3,100.14
2013-08-28,0.0,27.21,22.03,83.09,3.62,3.57,100.72
2013-08-29,0.0,29.03,23.19,88.56,4.4,1.99,100.42
2013-08-30,3.39,27.87,22.91,94.82,2.66,3.81,100.55
2013-08-31,18.54,28.71,23.91,90.55,3.84,3.35,100.7
2013-09-01,0.0,30.04,23.17,86.36,3.92,4.77,100.08
2013-09-02,28.31,27.85,21.96,92.66,5.8,1.33,100.44
2013-09-03,38.28,24.83,22.11,93.3,4.71,1.67,100.02
2013-09-04,38.31,25.84,19.28,97.25,5.36,1.0,100.57
2013-09-05,6.79,30.5,22.03,94.36,2.06,2.29,100.4
2013-09-06,0.0,29.09,22.89,96.62,4.23,4.11,101.16
2013-09-07,7.41,30.89,23.48,93.27,3.9,2.26,101.0
2013-09-08,23.97,27.19,23.05,95.02,5.1,1.88,100.54
2013-09-09,11.7,26.13,21.93,97.87,3.3,1.65,100.5
2013-09-10,0.0,28.26,23.89,83.64,4.91,3.67,101.04
2013-09-11,6.32,29.77,23.35,92.97,3.0,3.22,100.25
2013-09-12,0.0,30.79,23.96,88.9,3.05,2.76,100.68
2013-09-13,0.0,28.32,22.13,81.83,3.5,2.92,100.86
2013-09-14,126.95,25.98,23.33,89.44,4.84,1.39,100.75
