Date,Rainfall(mm),Temperature(C),Humidity(%)
2000-01-05,0.0,25.87,65.16
2000-01-06,0.0,26.05,67.96
2000-01-07,0.0,26.05,63.67
2000-01-08,0.0,25.87,66.67
2000-01-09,0.0,26.46,66.43
2000-01-10,0.01,26.88,72.05
2000-01-11,0.6,26.7,76.96
2000-01-12,2.84,25.89,71.43
2000-01-13,1.35,26.65,73.18
2000-01-14,0.4,26.98,75.56
2000-01-15,0.14,26.87,74.42
2000-01-16,0.03,27.4,67.91
2000-01-17,0.06,26.95,60.5
2000-01-18,0.0,26.39,55.26
2000-01-19,0.0,26.28,56.28
2000-01-20,0.0,25.95,59.64
2000-01-21,0.0,26.59,66.78
2000-01-22,0.0,26.38,62.08
2000-01-23,0.0,26.19,66.18
2000-01-24,0.0,25.97,65.78
2000-01-25,0.0,26.23,63.66
2000-01-26,0.0,25.72,61.94
2000-01-27,0.0,25.48,56.21
2000-01-28,0.0,26.23,56.53
2000-01-29,0.0,26.68,54.32
2000-01-30,0.0,26.52,55.09
2000-01-31,0.0,26.24,57.76
2000-02-01,0.01,25.77,62.14
2000-02-02,0.02,26.07,65.84
2000-02-03,0.0,26.44,61.37
2000-02-04,0.01,26.91,65.18
2000-02-05,0.0,27.05,69.0
2000-02-06,0.0,26.25,68.62
2000-02-07,0.11,25.29,68.58
2000-02-08,0.0,25.15,66.43
2000-02-09,0.01,25.56,67.5
2000-02-10,0.0,25.97,67.09
2000-02-11,0.0,25.81,70.61
2000-02-12,0.0,25.83,69.69
2000-02-13,0.01,26.25,68.01
2000-02-14,0.0,27.14,65.64
2000-02-15,0.0,27.55,57.82
2000-02-16,0.03,27.54,56.98
2000-02-17,0.0,27.63,57.44
2000-02-18,0.0,27.13,57.94
2000-02-19,0.0,26.33,63.15
2000-02-20,0.0,25.09,65.38
2000-02-21,0.0,24.92,62.73
2000-02-22,0.0,25.3,59.05
2000-02-23,0.01,26.43,63.1
2000-02-24,2.12,26.5,67.03
2000-02-25,1.2,25.93,69.34
2000-02-26,1.0,26.04,71.43
2000-02-27,1.68,26.94,72.9
2000-02-28,0.68,28.41,66.02
2000-02-29,0.32,29.2,59.38
2000-03-01,0.04,28.83,57.23
2000-03-02,0.0,28.02,51.31
2000-03-03,0.0,28.07,53.04
2000-03-04,0.0,27.99,54.24
2000-03-05,0.0,28.15,56.21
2000-03-06,0.0,27.08,62.17
2000-03-07,0.0,27.05,63.44
2000-03-08,0.0,27.27,65.71
2000-03-09,0.0,27.98,63.66
2000-03-10,0.0,28.14,59.06
2000-03-11,0.0,28.11,61.05
2000-03-12,0.0,28.3,62.35
2000-03-13,0.0,27.78,62.67
2000-03-14,0.0,28.36,59.7
2000-03-15,0.0,28.74,52.91
2000-03-16,0.0,28.23,52.03
2000-03-17,0.0,27.63,60.54
2000-03-18,0.0,28.14,61.51
2000-03-19,0.0,27.99,65.72
2000-03-20,0.0,27.87,67.91
2000-03-21,0.01,28.43,61.18
2000-03-22,0.01,28.75,56.84
2000-03-23,0.0,28.57,57.98
2000-03-24,0.0,29.79,57.79
2000-03-25,0.07,29.41,62.18
2000-03-26,0.04,29.33,59.33
2000-03-27,0.03,29.58,60.33
2000-03-28,0.03,29.56,60.7
2000-03-29,0.02,29.64,59.57
2000-03-30,0.0,29.32,63.75
2000-03-31,0.0,29.19,65.47
2000-04-01,0.13,28.62,68.58
2000-04-02,0.6,28.38,72.15
2000-04-03,0.77,28.59,72.11
2000-04-04,0.79,27.99,76.59
2000-04-05,1.25,27.58,78.2
2000-04-06,5.89,28.01,76.0
2000-04-07,2.35,28.28,74.28
2000-04-08,0.21,28.81,68.88
2000-04-09,0.02,28.53,68.88
2000-04-10,0.31,28.94,69.92
2000-04-11,1.11,28.88,72.59
2000-04-12,0.13,28.2,73.9
2000-04-13,0.02,27.92,67.78
2000-04-14,0.2,28.62,66.81
2000-04-15,0.36,28.78,66.7
2000-04-16,0.22,29.31,65.89
2000-04-17,0.47,29.03,70.04
2000-04-18,0.59,28.95,70.84
2000-04-19,0.47,29.68,67.41
2000-04-20,0.17,29.04,70.16
2000-04-21,0.32,28.05,73.98
2000-04-22,0.1,28.45,67.32
2000-04-23,0.07,28.61,70.1
2000-04-24,0.24,27.9,76.79
2000-04-25,0.08,28.31,74.08
2000-04-26,0.02,29.11,67.61
2000-04-27,0.63,29.22,67.96
2000-04-28,0.14,29.12,69.3
2000-04-29,0.05,28.96,69.34
2000-04-30,0.01,29.33,66.83
2000-05-01,0.14,29.11,69.52
2000-05-02,0.36,28.78,68.19
2000-05-03,1.17,28.25,70.7
2000-05-04,0.38,28.59,66.54
2000-05-05,0.39,28.77,68.56
2000-05-06,0.14,28.82,67.08
2000-05-07,1.88,27.89,72.07
2000-05-08,0.67,27.84,72.17
2000-05-09,0.26,28.88,68.29
2000-05-10,0.23,28.73,71.4
2000-05-11,0.03,28.99,69.37
2000-05-12,0.02,28.99,67.56
2000-05-13,0.0,29.09,64.93
2000-05-14,0.0,29.23,66.46
2000-05-15,1.41,28.57,71.17
2000-05-16,15.36,26.57,81.34
2000-05-17,14.02,26.25,84.34
2000-05-18,1.68,27.74,77.72
2000-05-19,16.93,27.74,77.49
2000-05-20,19.24,27.58,78.4
2000-05-21,4.54,27.5,80.0
2000-05-22,0.09,28.08,76.48
2000-05-23,0.33,28.04,78.43
2000-05-24,0.5,28.01,79.17
2000-05-25,4.48,27.81,80.78
2000-05-26,44.5,26.59,87.35
2000-05-27,27.63,25.85,87.55
2000-05-28,25.99,25.61,86.63
2000-05-29,5.12,26.07,81.78
2000-05-30,2.87,26.23,84.76
2000-05-31,7.19,26.81,83.41
2000-06-01,19.75,25.99,88.83
2000-06-02,18.29,25.6,86.3
2000-06-03,22.42,26.06,87.18
2000-06-04,66.19,26.0,89.34
2000-06-05,38.85,26.09,88.37
2000-06-06,62.94,26.32,89.94
2000-06-07,45.67,26.09,88.64
2000-06-08,26.91,26.32,85.89
2000-06-09,73.19,25.59,86.98
2000-06-10,77.16,25.18,88.87
2000-06-11,47.86,24.04,88.35
2000-06-12,43.51,24.41,86.03
2000-06-13,21.01,25.08,89.06
2000-06-14,13.24,25.35,90.86
2000-06-15,9.84,25.87,88.91
2000-06-16,5.58,26.08,87.05
2000-06-17,3.17,26.02,85.71
2000-06-18,3.79,26.15,86.78
2000-06-19,40.01,26.02,89.05
2000-06-20,8.63,25.83,89.43
2000-06-21,5.48,25.71,90.17
2000-06-22,14.97,25.7,91.39
2000-06-23,9.19,25.87,89.76
2000-06-24,0.52,25.69,88.27
2000-06-25,7.38,25.75,86.99
2000-06-26,24.22,24.66,88.96
2000-06-27,43.72,25.14,86.52
2000-06-28,57.88,25.11,89.49
2000-06-29,45.35,25.23,89.43
2000-06-30,96.24,25.75,91.44
2000-07-01,18.92,25.89,87.58
2000-07-02,9.23,25.75,86.7
2000-07-03,24.12,25.23,89.7
2000-07-04,39.2,24.87,92.03
2000-07-05,47.89,25.16,91.04
2000-07-06,11.58,25.32,91.72
2000-07-07,82.64,24.61,91.93
2000-07-08,39.56,24.93,90.92
2000-07-09,63.23,24.38,91.56
2000-07-10,64.04,24.67,90.66
2000-07-11,27.06,25.2,93.88
2000-07-12,14.02,25.15,93.09
2000-07-13,8.02,25.19,92.0
2000-07-14,15.12,25.15,92.07
2000-07-15,7.75,25.04,91.29
2000-07-16,7.59,25.16,88.48
2000-07-17,8.49,25.2,90.48
2000-07-18,9.57,25.15,90.78
2000-07-19,6.52,25.43,89.29
2000-07-20,6.59,25.77,86.72
2000-07-21,1.56,25.56,85.32
2000-07-22,0.92,25.53,84.7
2000-07-23,0.96,25.55,83.96
2000-07-24,0.04,25.67,83.81
2000-07-25,1.18,25.51,85.28
2000-07-26,2.31,25.23,86.35
2000-07-27,6.94,25.16,87.73
2000-07-28,7.32,25.45,85.48
2000-07-29,3.28,25.61,85.43
2000-07-30,4.52,25.45,86.88
2000-07-31,3.91,25.73,84.59
2000-08-01,6.35,25.63,85.16
2000-08-02,1.59,25.63,86.01
2000-08-03,30.99,26.01,86.68
2000-08-04,25.69,26.1,87.75
2000-08-05,6.35,26.46,87.39
2000-08-06,28.09,25.37,92.26
2000-08-07,22.23,25.01,91.88
2000-08-08,13.6,24.58,86.64
2000-08-09,5.88,24.73,88.45
2000-08-10,6.85,25.42,87.15
2000-08-11,2.24,25.32,88.63
2000-08-12,0.84,25.12,89.14
2000-08-13,2.74,25.07,90.35
2000-08-14,3.19,25.18,91.45
2000-08-15,5.97,24.95,91.49
2000-08-16,2.62,24.76,88.48
2000-08-17,3.31,24.71,88.5
2000-08-18,1.06,25.59,88.03
2000-08-19,12.38,24.78,87.37
2000-08-20,17.28,24.99,88.36
2000-08-21,11.09,25.31,89.79
2000-08-22,8.53,25.47,88.11
2000-08-23,41.47,25.08,90.69
2000-08-24,105.78,24.8,88.54
2000-08-25,69.43,25.25,90.8
2000-08-26,21.14,25.27,90.0
2000-08-27,21.35,24.84,90.98
2000-08-28,26.25,24.8,92.67
2000-08-29,8.29,24.92,90.12
2000-08-30,7.09,24.98,88.69
2000-08-31,5.94,25.24,88.64
2000-09-01,2.17,25.47,88.58
2000-09-02,2.1,25.6,89.22
2000-09-03,3.7,25.26,89.32
2000-09-04,4.91,25.1,88.97
2000-09-05,1.73,25.16,89.3
2000-09-06,0.71,25.33,87.39
2000-09-07,0.63,25.36,87.43
2000-09-08,0.29,25.68,84.87
2000-09-09,0.03,25.93,84.86
2000-09-10,4.4,25.41,87.64
2000-09-11,3.11,25.36,86.73
2000-09-12,0.32,25.37,85.67
2000-09-13,4.71,25.73,87.37
2000-09-14,2.19,25.71,89.14
2000-09-15,1.35,25.44,90.73
2000-09-16,1.52,25.72,87.7
2000-09-17,1.01,25.47,89.35
2000-09-18,1.41,25.43,90.56
2000-09-19,2.02,25.54,89.71
2000-09-20,3.34,25.98,85.33
2000-09-21,3.49,26.0,89.68
2000-09-22,8.02,25.63,92.56
2000-09-23,7.39,26.11,88.54
2000-09-24,9.64,26.47,84.57
2000-09-25,15.13,26.18,85.22
2000-09-26,9.19,26.13,89.16
2000-09-27,5.79,25.8,90.11
2000-09-28,2.48,25.84,89.32
2000-09-29,2.13,25.73,88.46
2000-09-30,5.52,25.04,92.96
2000-10-01,48.47,24.68,93.74
2000-10-02,8.41,24.31,89.28
2000-10-03,12.28,24.54,88.93
2000-10-04,2.21,24.75,88.92
2000-10-05,5.87,25.1,87.85
2000-10-06,10.18,25.14,89.26
2000-10-07,3.22,25.19,89.22
2000-10-08,11.63,25.2,89.32
2000-10-09,10.64,24.88,89.13
2000-10-10,0.78,25.18,87.75
2000-10-11,1.21,25.78,84.83
2000-10-12,2.32,26.01,84.41
2000-10-13,5.71,25.59,86.2
2000-10-14,0.95,25.93,83.56
2000-10-15,5.31,26.41,86.97
2000-10-16,10.23,26.25,86.8
2000-10-17,6.11,26.34,85.66
2000-10-18,2.89,26.2,84.36
2000-10-19,3.17,25.72,86.41
2000-10-20,3.82,25.08,85.04
2000-10-21,4.55,24.81,90.72
2000-10-22,8.41,25.51,91.97
2000-10-23,13.2,25.31,85.92
2000-10-24,1.88,25.86,80.58
2000-10-25,0.1,24.77,77.91
2000-10-26,0.04,25.2,77.5
2000-10-27,0.12,26.07,81.69
2000-10-28,0.04,26.3,80.08
2000-10-29,0.02,26.09,81.4
2000-10-30,0.0,25.69,81.2
2000-10-31,0.0,25.49,80.86
2000-11-01,0.04,25.82,72.77
2000-11-02,0.25,25.87,75.3
2000-11-03,0.27,26.47,76.28
2000-11-04,0.23,27.02,77.48
2000-11-05,0.56,27.15,78.51
2000-11-06,1.87,26.51,80.17
2000-11-07,0.84,25.99,81.19
2000-11-08,0.08,25.81,73.5
2000-11-09,0.01,25.53,72.69
2000-11-10,0.0,26.26,73.7
2000-11-11,0.0,26.67,73.64
2000-11-12,0.02,26.25,73.24
2000-11-13,0.0,24.86,71.17
2000-11-14,0.0,24.6,67.44
2000-11-15,0.0,24.97,72.57
2000-11-16,0.0,24.5,71.07
2000-11-17,0.0,24.77,70.74
2000-11-18,0.0,24.88,70.13
2000-11-19,0.0,25.95,72.43
2000-11-20,2.7,25.65,79.61
2000-11-21,0.18,25.85,79.83
2000-11-22,0.11,26.18,76.06
2000-11-23,2.18,26.89,79.75
2000-11-24,0.01,27.09,76.32
2000-11-25,0.01,26.73,70.45
2000-11-26,0.0,25.6,67.68
2000-11-27,0.0,24.76,65.93
2000-11-28,0.0,24.98,71.73
2000-11-29,0.05,25.16,72.61
2000-11-30,2.16,26.58,80.67
2000-12-01,5.38,25.88,82.34
2000-12-02,1.63,26.82,78.5
2000-12-03,0.52,26.47,76.73
2000-12-04,0.18,27.65,73.61
2000-12-05,0.18,26.92,67.19
2000-12-06,0.0,25.02,59.03
2000-12-07,0.0,24.24,58.89
2000-12-08,0.0,23.8,59.18
2000-12-09,0.0,24.08,57.16
2000-12-10,0.0,24.39,57.07
2000-12-11,0.0,24.16,57.66
2000-12-12,0.0,24.0,55.28
2000-12-13,0.0,24.0,53.2
2000-12-14,0.0,24.42,53.98
2000-12-15,0.0,23.91,56.8
2000-12-16,0.0,23.95,57.22
2000-12-17,0.0,24.12,60.1
2000-12-18,0.0,24.43,61.95
2000-12-19,0.0,24.38,55.16
2000-12-20,0.0,24.39,58.77
2000-12-21,0.0,24.21,60.1
2000-12-22,0.0,24.15,59.67
2000-12-23,0.0,24.95,65.1
2000-12-24,0.0,24.84,58.31
2000-12-25,0.0,24.37,59.9
2000-12-26,0.0,24.14,59.91
2000-12-27,0.02,24.95,59.77
2000-12-28,0.23,24.22,63.54
2000-12-29,0.32,26.66,67.35
2000-12-30,1.21,26.42,77.41
2000-12-31,0.16,26.27,76.46
2001-01-01,0.05,25.67,74.88
2001-01-02,0.02,25.2,72.67
2001-01-03,0.0,25.59,71.66
2001-01-04,0.04,26.68,68.86
2001-01-05,0.02,26.78,67.14
2001-01-06,0.1,26.34,66.06
2001-01-07,0.0,25.2,59.56
2001-01-08,0.0,25.29,55.81
2001-01-09,0.0,25.56,59.51
2001-01-10,0.0,26.38,63.84
2001-01-11,0.0,26.85,66.45
2001-01-12,0.0,26.87,68.6
2001-01-13,0.0,27.42,68.0
2001-01-14,0.02,27.37,66.58
2001-01-15,0.03,26.84,61.63
2001-01-16,1.88,26.04,66.33
2001-01-17,0.06,26.56,55.15
2001-01-18,0.0,26.13,50.86
2001-01-19,0.0,26.84,54.6
2001-01-20,0.0,27.01,56.75
2001-01-21,0.0,26.67,54.78
2001-01-22,0.0,26.41,57.03
2001-01-23,0.0,26.58,55.31
2001-01-24,0.0,27.85,60.41
2001-01-25,0.01,28.2,65.26
2001-01-26,0.01,27.37,57.26
2001-01-27,0.0,25.6,57.9
2001-01-28,0.0,26.69,51.21
2001-01-29,0.03,26.4,53.43
2001-01-30,0.0,26.95,53.39
2001-01-31,0.0,27.59,57.02
2001-02-01,0.23,27.7,67.72
2001-02-02,0.15,27.11,70.2
2001-02-03,0.16,27.54,71.54
2001-02-04,0.05,27.59,69.96
2001-02-05,0.0,27.8,63.58
2001-02-06,0.0,27.72,60.15
2001-02-07,0.0,27.85,51.41
2001-02-08,0.0,27.53,51.79
2001-02-09,0.0,27.13,58.98
2001-02-10,0.0,26.5,55.66
2001-02-11,0.0,26.64,59.65
2001-02-12,0.0,27.16,48.26
2001-02-13,0.0,27.33,64.59
2001-02-14,0.0,27.51,64.64
2001-02-15,0.0,27.13,62.43
2001-02-16,0.0,27.02,59.62
2001-02-17,0.0,27.27,54.56
2001-02-18,0.0,27.47,55.59
2001-02-19,0.0,27.84,57.45
2001-02-20,0.0,28.12,58.44
2001-02-21,0.0,27.85,62.6
2001-02-22,0.0,28.12,66.06
2001-02-23,0.0,28.17,67.28
2001-02-24,0.0,28.48,68.81
2001-02-25,0.01,28.26,67.14
2001-02-26,0.0,27.57,65.02
2001-02-27,0.0,27.6,62.02
2001-02-28,0.0,27.83,62.26
2001-03-01,0.0,28.56,58.91
2001-03-02,0.0,28.37,58.35
2001-03-03,0.0,28.23,56.88
2001-03-04,0.01,28.11,61.93
2001-03-05,0.0,28.61,58.97
2001-03-06,0.0,28.1,59.61
2001-03-07,0.0,28.76,52.82
2001-03-08,0.0,27.86,51.09
2001-03-09,0.0,27.06,59.27
2001-03-10,0.0,27.49,60.09
2001-03-11,0.0,27.65,61.13
2001-03-12,0.01,28.17,62.09
2001-03-13,0.0,27.9,60.64
2001-03-14,0.0,28.03,61.06
2001-03-15,0.0,28.64,61.49
2001-03-16,0.0,28.91,57.85
2001-03-17,0.0,29.39,55.32
2001-03-18,0.0,29.37,59.61
2001-03-19,0.0,29.5,60.2
2001-03-20,0.0,28.85,60.01
2001-03-21,0.02,28.46,63.74
2001-03-22,0.0,28.9,60.91
2001-03-23,0.0,29.03,56.82
2001-03-24,0.0,28.75,60.26
2001-03-25,0.0,28.27,61.76
2001-03-26,0.0,27.88,66.19
2001-03-27,0.0,28.22,64.67
2001-03-28,0.0,28.94,63.57
2001-03-29,0.0,28.67,63.82
2001-03-30,0.01,28.03,64.28
2001-03-31,0.0,28.84,57.21
2001-04-01,0.0,29.09,55.71
2001-04-02,0.15,28.75,63.8
2001-04-03,0.2,28.87,62.51
2001-04-04,0.01,29.81,60.94
2001-04-05,0.06,29.53,63.87
2001-04-06,0.94,29.13,67.75
2001-04-07,0.43,29.45,66.69
2001-04-08,22.97,27.53,78.8
2001-04-09,8.92,27.06,81.73
2001-04-10,1.92,27.92,78.93
2001-04-11,2.58,27.9,79.6
2001-04-12,7.98,26.81,84.34
2001-04-13,3.92,26.84,80.93
2001-04-14,42.64,26.93,82.75
2001-04-15,10.93,26.43,85.77
2001-04-16,0.92,26.64,82.12
2001-04-17,2.14,26.93,79.74
2001-04-18,2.07,27.14,74.15
2001-04-19,0.3,27.54,74.02
2001-04-20,0.01,28.22,72.56
2001-04-21,0.16,28.26,75.02
2001-04-22,3.09,27.71,79.04
2001-04-23,2.94,27.98,78.36
2001-04-24,32.86,28.44,76.81
2001-04-25,10.41,28.06,79.18
2001-04-26,0.07,28.69,74.71
2001-04-27,0.04,28.04,77.99
2001-04-28,0.06,27.86,78.92
2001-04-29,0.21,28.04,78.84
2001-04-30,0.93,28.48,78.77
2001-05-01,0.36,28.85,79.12
2001-05-02,0.17,28.67,78.05
2001-05-03,0.6,28.07,80.51
2001-05-04,0.77,28.38,81.62
2001-05-05,0.49,28.93,80.73
2001-05-06,0.29,29.02,79.27
2001-05-07,8.29,28.57,78.74
2001-05-08,3.8,27.93,81.79
2001-05-09,0.43,28.06,79.59
2001-05-10,0.22,28.46,76.93
2001-05-11,0.06,28.95,76.59
2001-05-12,0.02,28.96,76.84
2001-05-13,0.01,28.69,74.39
2001-05-14,0.01,28.91,71.9
2001-05-15,0.01,28.83,72.4
2001-05-16,0.0,28.36,75.97
2001-05-17,0.32,28.36,76.09
2001-05-18,0.57,28.08,77.05
2001-05-19,0.73,27.78,77.95
2001-05-20,2.3,26.69,80.59
2001-05-21,2.17,27.0,81.03
2001-05-22,28.04,27.36,83.25
2001-05-23,12.21,26.9,83.82
2001-05-24,20.72,26.73,83.89
2001-05-25,22.0,27.15,83.59
2001-05-26,7.79,26.06,83.44
2001-05-27,12.7,26.29,82.22
2001-05-28,33.79,26.62,83.55
2001-05-29,27.53,25.92,85.55
2001-05-30,40.22,26.15,85.26
2001-05-31,13.69,26.32,81.29
2001-06-01,0.48,26.46,79.82
2001-06-02,0.7,26.45,84.78
2001-06-03,1.39,26.54,84.41
2001-06-04,2.24,25.79,85.34
2001-06-05,72.92,25.69,86.36
2001-06-06,126.94,25.5,89.9
2001-06-07,94.01,24.67,89.04
2001-06-08,27.01,25.37,85.83
2001-06-09,23.09,26.15,87.01
2001-06-10,27.77,25.96,89.88
2001-06-11,72.6,25.25,89.97
2001-06-12,57.11,25.33,90.77
2001-06-13,39.98,25.57,91.08
2001-06-14,20.23,25.65,88.74
2001-06-15,29.24,26.08,91.26
2001-06-16,17.7,26.41,88.09
2001-06-17,13.69,26.21,88.09
2001-06-18,6.31,25.98,87.92
2001-06-19,28.97,26.06,88.87
2001-06-20,28.27,26.03,88.9
2001-06-21,29.41,26.11,88.73
2001-06-22,20.59,26.17,90.45
2001-06-23,6.78,26.17,88.72
2001-06-24,3.93,26.15,87.46
2001-06-25,10.88,26.07,88.64
2001-06-26,19.41,25.99,88.74
2001-06-27,103.01,25.94,89.59
2001-06-28,65.39,25.73,90.49
2001-06-29,40.08,25.59,92.17
2001-06-30,28.64,25.24,91.9
2001-07-01,22.18,25.37,90.89
2001-07-02,28.35,25.91,90.05
2001-07-03,50.73,26.0,89.62
2001-07-04,43.21,25.63,92.7
2001-07-05,40.77,25.77,92.0
2001-07-06,23.49,25.98,91.65
2001-07-07,34.67,25.9,91.25
2001-07-08,35.18,25.78,91.72
2001-07-09,16.72,25.84,90.0
2001-07-10,76.66,25.82,91.49
2001-07-11,51.53,25.38,92.93
2001-07-12,32.52,25.08,93.26
2001-07-13,57.16,24.53,92.65
2001-07-14,9.05,24.4,90.27
2001-07-15,13.98,24.39,90.78
2001-07-16,37.45,24.14,91.08
2001-07-17,32.1,24.55,91.03
2001-07-18,23.23,24.67,90.9
2001-07-19,22.22,25.18,90.53
2001-07-20,8.39,25.27,88.55
2001-07-21,2.04,25.0,88.06
2001-07-22,14.75,24.98,89.04
2001-07-23,23.87,25.22,90.08
2001-07-24,21.99,25.12,91.25
2001-07-25,19.48,24.6,94.0
2001-07-26,29.56,24.41,91.91
2001-07-27,35.25,24.26,93.51
2001-07-28,26.3,24.28,93.66
2001-07-29,30.23,23.99,94.27
2001-07-30,31.83,24.35,92.95
2001-07-31,30.98,24.31,91.83
2001-08-01,35.88,24.07,93.84
2001-08-02,49.62,24.04,94.79
2001-08-03,51.5,23.91,94.37
2001-08-04,33.32,24.32,94.07
2001-08-05,26.73,24.63,92.69
2001-08-06,10.11,24.76,91.82
2001-08-07,9.03,25.07,90.26
2001-08-08,8.19,25.04,90.6
2001-08-09,14.21,24.88,91.83
2001-08-10,16.98,24.91,92.24
2001-08-11,6.19,24.65,92.52
2001-08-12,0.72,24.89,91.02
2001-08-13,14.63,24.99,91.25
2001-08-14,13.06,25.14,92.51
2001-08-15,19.11,25.08,92.11
2001-08-16,36.66,25.13,93.01
2001-08-17,41.18,24.57,90.75
2001-08-18,41.84,24.57,90.4
2001-08-19,11.01,25.39,90.12
2001-08-20,3.25,25.25,89.76
2001-08-21,11.71,25.14,90.81
2001-08-22,6.23,25.33,90.46
2001-08-23,4.99,25.48,89.39
2001-08-24,34.66,25.03,90.22
2001-08-25,22.3,24.91,90.77
2001-08-26,18.42,24.93,91.44
2001-08-27,7.6,24.96,90.9
2001-08-28,5.25,24.72,90.28
2001-08-29,6.53,24.77,90.39
2001-08-30,7.14,25.02,89.66
2001-08-31,2.24,24.78,88.88
2001-09-01,0.16,24.66,88.7
2001-09-02,2.72,24.88,87.04
2001-09-03,1.26,25.15,85.53
2001-09-04,0.02,24.74,85.95
2001-09-05,0.04,24.84,86.72
2001-09-06,0.01,24.88,85.93
2001-09-07,0.01,24.95,86.42
2001-09-08,0.25,25.34,87.61
2001-09-09,0.4,25.21,88.82
2001-09-10,0.08,25.03,87.79
2001-09-11,0.13,25.18,86.3
2001-09-12,0.03,25.16,85.01
2001-09-13,0.19,25.42,84.69
2001-09-14,2.37,25.73,84.65
2001-09-15,1.52,25.99,85.31
2001-09-16,2.9,26.05,88.54
2001-09-17,2.29,25.39,87.47
2001-09-18,2.89,25.8,87.07
2001-09-19,1.54,25.6,88.05
2001-09-20,24.77,25.24,90.02
2001-09-21,9.87,25.23,88.42
2001-09-22,21.27,25.12,87.89
2001-09-23,12.82,25.25,89.42
2001-09-24,2.6,25.14,87.01
2001-09-25,3.01,25.08,87.22
2001-09-26,28.74,24.89,90.01
2001-09-27,24.22,25.41,90.54
2001-09-28,7.48,25.31,90.56
2001-09-29,14.25,25.63,89.84
2001-09-30,79.1,25.55,91.29
2001-10-01,29.33,25.75,88.8
2001-10-02,0.19,25.71,85.46
2001-10-03,0.08,25.32,84.82
2001-10-04,1.93,25.42,84.83
2001-10-05,10.91,25.2,86.52
2001-10-06,41.52,24.67,90.61
2001-10-07,48.83,24.91,92.86
2001-10-08,22.79,25.31,89.24
2001-10-09,3.48,25.35,85.2
2001-10-10,6.56,25.44,88.27
2001-10-11,8.03,25.84,88.67
2001-10-12,4.53,25.69,88.64
2001-10-13,2.11,25.82,86.01
2001-10-14,5.82,25.42,88.33
2001-10-15,9.09,25.65,85.8
2001-10-16,8.14,26.13,89.47
2001-10-17,3.99,24.81,88.1
2001-10-18,0.81,25.38,87.93
2001-10-19,0.72,26.2,84.75
2001-10-20,3.35,25.96,89.01
2001-10-21,2.76,27.32,84.0
2001-10-22,0.31,27.46,79.01
2001-10-23,0.03,26.43,70.78
2001-10-24,0.47,26.54,74.78
2001-10-25,3.02,25.7,89.41
2001-10-26,2.55,26.37,83.59
2001-10-27,2.87,25.44,83.27
2001-10-28,0.12,27.09,78.82
2001-10-29,0.07,26.35,71.01
2001-10-30,0.0,25.46,74.97
2001-10-31,0.07,26.01,79.68
2001-11-01,0.07,26.53,74.95
2001-11-02,1.1,25.94,80.58
2001-11-03,1.71,26.29,83.13
2001-11-04,2.12,26.29,79.08
2001-11-05,16.6,26.7,75.35
2001-11-06,14.17,26.51,83.09
2001-11-07,22.78,25.87,90.34
2001-11-08,2.94,26.63,82.21
2001-11-09,0.24,26.78,76.93
2001-11-10,0.07,26.55,75.71
2001-11-11,0.01,25.91,72.01
2001-11-12,0.0,26.08,71.38
2001-11-13,0.06,26.29,71.36
2001-11-14,1.1,26.28,77.69
2001-11-15,4.01,25.75,87.11
2001-11-16,13.31,25.52,89.19
2001-11-17,5.07,26.19,82.06
2001-11-18,6.26,26.88,79.01
2001-11-19,2.34,26.84,79.02
2001-11-20,0.08,26.42,72.61
2001-11-21,0.0,26.13,72.59
2001-11-22,0.93,26.42,74.98
2001-11-23,4.08,25.25,83.69
2001-11-24,0.36,25.59,78.97
2001-11-25,0.12,25.93,75.6
2001-11-26,0.03,25.71,76.45
2001-11-27,0.03,25.29,74.49
2001-11-28,0.03,25.6,72.18
2001-11-29,0.05,25.74,71.4
2001-11-30,0.02,25.86,66.05
2001-12-01,0.02,25.44,75.41
2001-12-02,0.21,25.98,78.96
2001-12-03,0.02,25.27,68.31
2001-12-04,0.0,24.84,67.05
2001-12-05,0.0,25.44,68.13
2001-12-06,0.0,24.83,60.65
2001-12-07,0.0,24.39,63.07
2001-12-08,0.0,24.06,63.87
2001-12-09,0.0,23.71,64.58
2001-12-10,0.0,23.64,62.61
2001-12-11,0.0,23.4,61.83
2001-12-12,0.0,23.76,63.06
2001-12-13,0.0,23.69,64.24
2001-12-14,0.0,24.12,64.94
2001-12-15,0.0,24.18,66.56
2001-12-16,0.0,24.69,62.96
2001-12-17,0.01,24.62,65.67
2001-12-18,0.07,26.0,72.18
2001-12-19,0.5,25.91,68.51
2001-12-20,0.02,24.5,65.16
2001-12-21,0.4,25.8,70.73
2001-12-22,0.26,26.55,71.2
2001-12-23,0.09,26.38,71.01
2001-12-24,0.07,26.65,71.24
2001-12-25,0.36,26.33,71.81
2001-12-26,0.2,26.73,70.26
2001-12-27,0.03,26.84,69.76
2001-12-28,0.0,26.19,66.41
2001-12-29,0.0,24.84,69.94
2001-12-30,0.01,25.68,69.99
2001-12-31,0.01,25.39,66.88
2002-01-01,0.0,25.89,64.94
2002-01-02,0.0,25.37,60.42
2002-01-03,0.0,25.49,57.89
2002-01-04,0.0,25.47,64.87
2002-01-05,0.0,25.75,67.39
2002-01-06,0.0,25.9,70.2
2002-01-07,0.01,26.27,70.33
2002-01-08,0.0,26.81,68.8
