Date,ALLSKY_SFC_SW_DWN,PS,WS2M,RH2M,T2M,PRECTOTCORR
22-02-2006,24.17,99.13,0.92,54.63,28.26,0.01
23-02-2006,25.07,99.07,1.22,48.51,28.32,0
24-02-2006,25.6,99.01,1.49,45.31,28.05,0
25-02-2006,24.5,99.12,1.71,56.96,27.69,0
26-02-2006,23.48,99.08,1.83,54.83,28.56,0
27-02-2006,24.36,99.09,2.03,62.83,28.2,0
28-02-2006,22.37,99.08,1.99,63.84,28.54,0
01-03-2006,22.35,99.04,2.1,64.9,28.75,0
02-03-2006,22.98,99.05,1.93,63.98,28.96,0.01
03-03-2006,22.4,99.18,1.84,67.3,28.5,2.4
04-03-2006,23.35,99.22,1.5,65.51,28.91,0.99
05-03-2006,24.63,99.22,2.14,63.59,29.38,2.11
06-03-2006,25.04,99.21,2.63,54.9,29.49,0
07-03-2006,25.03,99.28,2.13,56.2,28.6,0.22
08-03-2006,25.12,99.26,2.06,57.89,28.85,0
09-03-2006,23.88,99.35,2.02,62.3,28.41,1.94
10-03-2006,23.59,99.28,2,67.75,27.69,2.48
11-03-2006,25.68,99.25,2.76,66.1,27.17,0.2
12-03-2006,26.41,99.15,2.58,59.93,26.37,0
13-03-2006,26.81,99.15,1.86,60.95,25.95,0
14-03-2006,26.37,99.25,1.83,64.08,26.21,0
15-03-2006,26.43,99.28,1.76,62.75,26.76,0
16-03-2006,25.48,99.19,2.17,64.18,27.23,0.01
17-03-2006,25,99.16,2.53,63.44,27.38,0
18-03-2006,25.96,99.07,2.7,60.81,28.38,0
19-03-2006,25.44,99.08,1.99,57.14,29.18,0
20-03-2006,23.47,99.16,2.01,63.59,29.18,0.02
21-03-2006,23.73,99.01,2.46,62.43,29.62,0.03
22-03-2006,22.92,98.93,2.07,67.03,29.13,0.02
23-03-2006,22.03,98.86,1.63,70.19,29.01,0.35
24-03-2006,23.03,98.94,1.27,70.89,28.61,0.38
25-03-2006,24.1,99.06,1.81,64.37,29.4,0.03
26-03-2006,24.26,99.15,2.08,65.47,29.36,0.03
27-03-2006,23.07,99.06,2.43,60.43,29.27,0.01
28-03-2006,25.36,98.97,2.61,53.27,29.69,0
29-03-2006,25.03,99.07,2.13,61.67,29.21,0
30-03-2006,23.69,99.2,1.85,65.92,29.14,0.02
31-03-2006,24.47,99.24,1.78,66.17,29.03,0.03
01-04-2006,24.14,99.14,1.96,64.13,29.45,0.05
02-04-2006,23.31,99.12,1.74,66.34,29.05,0.02
03-04-2006,22.37,99.07,2.18,63.53,29.43,0.03
04-04-2006,24.09,99.05,2.45,56.24,29.75,0
05-04-2006,23.84,99.04,2.23,59.11,29.69,0
06-04-2006,23.63,99.12,1.86,63.88,29.23,0
07-04-2006,24.54,99.07,2.08,66.15,29.08,0
08-04-2006,24.2,98.94,2.12,66.43,29.3,0
09-04-2006,23.91,98.93,1.9,67.77,29.19,0
10-04-2006,22.93,99.01,1.84,68.81,29.16,0
11-04-2006,25.01,98.97,1.91,65.97,29.47,0.02
12-04-2006,25.26,98.85,2.17,63.21,29.56,0.1
13-04-2006,25.69,98.81,2.11,64.13,29.28,0.07
14-04-2006,25.42,98.93,1.87,64.15,29.49,0.19
15-04-2006,23.63,99.04,1.72,67.46,28.83,0.47
16-04-2006,23.39,98.93,1.76,69.61,28.07,2.67
17-04-2006,22.45,99.03,1.87,63.82,28.78,0.53
18-04-2006,23.23,99.08,2.61,60.65,29.23,0.39
19-04-2006,25.67,99.15,2.33,63.03,28.78,0.44
20-04-2006,25.63,99.19,2.56,63.26,29.28,0.15
21-04-2006,25.06,99.11,2.5,60.43,29.84,0.01
22-04-2006,24.67,99.07,2.91,64.05,29.46,0
23-04-2006,25.76,98.99,3.14,63.82,29.8,0
24-04-2006,23.86,98.95,2.49,65.47,29.75,0.11
25-04-2006,21.69,98.99,2.53,68.23,29.09,0.21
26-04-2006,23.69,98.98,2.71,65.98,29.28,0.07
27-04-2006,24.85,98.95,2.75,65.64,29.39,0.02
28-04-2006,25.71,98.93,2.75,67.51,28.86,0.01
29-04-2006,24.82,98.97,2.69,66.21,28.71,0
30-04-2006,25.9,98.99,2.77,64.04,29.27,0
01-05-2006,22.45,99,3.14,64.8,29.46,0
02-05-2006,21.95,98.93,2.99,66.87,29.51,1.71
03-05-2006,16.33,98.96,2.73,69.9,29.53,0.9
04-05-2006,21.56,99.03,1.54,79.46,28.27,10.6
05-05-2006,21.72,99.13,1.36,79.83,27.91,2.98
06-05-2006,23.06,99.07,1.18,77.67,28.17,0.5
07-05-2006,24.69,98.91,1.34,74.81,28.61,0.2
08-05-2006,25.11,98.95,1.31,73.76,28.71,0.58
09-05-2006,23.35,99.01,1.29,72.77,28.44,0.45
10-05-2006,21.18,98.96,1.54,73.06,28.85,1.08
11-05-2006,22.88,99,1.61,74.31,28.85,0.44
12-05-2006,21.07,99.08,1.42,73.54,28.88,0.29
13-05-2006,23.54,99.04,1.57,71.62,29.16,0.17
14-05-2006,24.1,99.02,2.15,69.97,29.45,0.04
15-05-2006,23.49,98.97,2.45,71.46,29.19,0.08
16-05-2006,23.56,98.94,2.56,72.99,29.21,1.17
17-05-2006,13.87,99.07,1.95,74.99,28.42,1.08
18-05-2006,21.8,98.94,2.84,72.57,28.91,2.14
19-05-2006,14.64,99.02,2.53,75.47,28.26,0.87
20-05-2006,23.75,99.05,2.43,71.41,28.76,0.9
21-05-2006,24.44,99.06,2.08,76.83,28.16,2.5
22-05-2006,23.76,99.04,2.36,79.08,27.93,4.29
23-05-2006,24.77,98.98,2.39,82.68,27.62,6.23
24-05-2006,21.26,98.89,2.57,79.61,28.01,4.43
25-05-2006,15.21,98.83,2.91,81.74,27.79,37.46
26-05-2006,12.84,99.04,2.36,85.04,26.71,37.46
27-05-2006,4.32,99,3.54,88.88,26.34,88.25
28-05-2006,3.5,98.7,4.18,88.83,26.47,142.31
29-05-2006,8.32,98.46,5.27,89.86,26.58,91.86
30-05-2006,7.3,98.44,4.95,89.15,26.34,62.37
31-05-2006,4.69,98.76,4.24,88.23,26.44,47.99
01-06-2006,9.76,98.98,3.98,85.85,26.7,35.48
02-06-2006,7.22,99,3.2,89.31,26.3,62.78
03-06-2006,11.46,98.96,2.82,89.34,26.41,47.57
04-06-2006,13.81,98.98,2.35,91.22,26.08,23.53
05-06-2006,13.32,99.03,2.38,89.46,26.07,11.05
06-06-2006,22.99,99.07,1.65,85.74,25.27,12.26
07-06-2006,18.29,99.07,2.07,86.71,25.66,11.84
08-06-2006,23.46,99.02,1.52,83.69,26.14,0.11
09-06-2006,22.11,98.98,2.11,84.79,26.35,2.52
10-06-2006,20.23,99.07,2.13,86.18,26.03,2.64
11-06-2006,24.14,99.08,2.15,84.56,26.36,0.18
12-06-2006,26.05,99.07,1.71,82.47,26.3,0.1
13-06-2006,25.78,99.03,1.35,81.98,26.39,0.2
14-06-2006,25.64,99.06,1.4,83.56,26.66,0.13
15-06-2006,18.88,99.03,2,87.72,26.69,13.65
16-06-2006,9.19,99.01,2.4,90.03,26.14,22.52
17-06-2006,20.83,99.01,1.96,86.79,25.99,5.03
18-06-2006,22.36,98.88,1.76,88.68,26.2,15.35
19-06-2006,20.33,98.76,2.15,92.25,26.06,38.35
20-06-2006,20.47,98.68,1.45,90.15,25.74,16.54
21-06-2006,18.57,98.6,1.34,86.69,25.97,7.56
22-06-2006,21.52,98.47,2.32,89.01,26.06,22.89
23-06-2006,3.44,98.49,3.42,92.03,26.07,95.61
24-06-2006,8.61,98.68,3.61,92.86,26.24,83.12
25-06-2006,2.44,98.84,3.51,92.81,26.05,82.06
26-06-2006,17.74,98.9,2.82,91.41,26.32,33.41
27-06-2006,14.59,98.88,2.87,91.75,26.42,30.65
28-06-2006,7.01,98.92,3.14,91.6,26.22,72.74
29-06-2006,6.14,98.98,2.95,92.51,26.19,88.93
30-06-2006,13.15,99.03,2.79,93.15,25.66,27.82
01-07-2006,19.41,99.01,3.11,91.48,26.09,28.61
02-07-2006,13.89,98.83,4.09,90.95,25.97,33.24
03-07-2006,17.43,98.75,4.21,90.55,25.73,17.3
04-07-2006,14.74,98.75,4.56,88.62,26.05,14.98
05-07-2006,19.69,98.99,4.16,87.41,25.93,10.33
06-07-2006,21.52,99.19,3.55,88.34,26.02,23.5
07-07-2006,20.83,99.13,3.3,89.26,25.94,33.49
08-07-2006,17.79,99.08,3.09,89.43,26.01,28.28
09-07-2006,22.16,99.06,3.09,88.13,25.97,14.33
10-07-2006,20.41,99.12,3.17,87.98,26.03,36.12
11-07-2006,17.73,99.1,3.13,88.66,26.02,40.45
12-07-2006,6.38,99.06,3.44,89.54,25.83,50.08
13-07-2006,4.31,99.01,3.68,91.9,25.37,144.09
14-07-2006,11.95,99,3.48,91.18,25.36,85.69
15-07-2006,17.42,99.03,3.67,90.13,25.81,29.57
16-07-2006,19.58,98.92,3.54,88.12,25.76,14.7
17-07-2006,19.4,98.82,3.56,87.46,25.64,10.42
18-07-2006,20.87,98.89,3.29,88.24,25.53,16.66
19-07-2006,16.36,99,2.83,89.76,25.73,45.62
20-07-2006,20.04,99.1,3.04,89.92,25.64,35.91
21-07-2006,17.87,99.03,2.93,90.83,25.42,17.5
22-07-2006,20.4,99.14,2.38,88.96,25.04,6.28
23-07-2006,18.6,99.21,1.82,91.41,24.96,11.11
24-07-2006,20.41,99.21,2.35,87.81,25.68,4.86
25-07-2006,19.38,99.09,2.77,86.85,25.94,4.01
26-07-2006,16.05,99.18,3.07,88.33,26,20.35
27-07-2006,16.05,99.26,2.77,88.09,24.63,21.5
28-07-2006,17.78,99.06,2.25,90.35,25.02,12.21
29-07-2006,18.68,98.98,2.82,88.48,25.61,6.89
30-07-2006,22.19,99.05,2.97,87.64,25.96,8.26
31-07-2006,23.4,99.11,2.7,87.85,25.73,17.75
01-08-2006,19.58,99.08,2.57,87.99,25.68,17.63
02-08-2006,18.07,99.02,2.43,87.97,25.59,12.86
03-08-2006,14.53,98.88,3.07,87.78,25.86,23.51
04-08-2006,15.61,98.86,2.95,89.21,25.73,14.4
05-08-2006,13.37,99.08,2.6,88.2,25.51,16.7
06-08-2006,17.43,99.23,2.05,89.12,25.62,21.55
07-08-2006,19.72,99.27,1.96,89.41,25.6,8.38
08-08-2006,16.97,99.29,2.1,90.85,25.25,19.49
09-08-2006,12.17,99.22,2.36,90.34,25.29,24.91
10-08-2006,21.68,99.06,3.12,91.69,25.64,64.25
11-08-2006,5.72,98.99,3.51,92.96,25.32,80.43
12-08-2006,19.22,98.91,3.19,92.48,25.54,36.81
13-08-2006,19.18,98.97,2.9,92.61,25.54,28.7
14-08-2006,22.58,98.94,2.83,91.62,25.66,13.91
15-08-2006,19.26,98.84,3.18,91.31,25.91,25.79
16-08-2006,20.37,98.77,3.49,90.49,25.82,13.89
17-08-2006,18.78,98.77,3.28,90.56,25.55,30.59
18-08-2006,20.91,98.94,2.43,91.83,25.5,21.2
19-08-2006,16.27,99.05,2.04,91.04,25.38,8.75
20-08-2006,16.18,99.11,2.21,90.46,24.98,7.6
21-08-2006,19.36,99.07,2.03,89.06,25.25,5.01
22-08-2006,22.05,99.05,2.1,89.02,25.29,3.92
23-08-2006,22.97,99.11,2.01,86.67,25.32,0.67
24-08-2006,20.21,99.18,1.83,85.94,25.51,0.27
25-08-2006,24.28,99.23,1.57,84,25.75,0.53
26-08-2006,22.46,99.27,1.8,85.66,25.61,0.48
27-08-2006,24.4,99.17,2.04,85.52,25.37,2.1
28-08-2006,22.62,99.1,2.7,87.94,25.23,11.35
29-08-2006,18.14,99.1,2.98,86.74,25.56,11.49
30-08-2006,14.35,99.1,2.97,86.81,25.71,14.87
31-08-2006,17.63,99.03,2.28,86.85,25.87,5.67
01-09-2006,21.95,99.03,2.08,87.08,25.76,2.54
02-09-2006,24.16,99.07,2.41,85.25,26.34,1.52
03-09-2006,22.59,99.04,2.9,85.89,26.31,0.29
04-09-2006,22.01,98.93,2.42,85.83,25.94,0.81
05-09-2006,18.94,98.83,1.89,88.09,25.42,3.6
06-09-2006,23.52,98.75,1.65,86.39,26.18,1.65
07-09-2006,21.09,98.8,1.48,88.35,25.98,0.87
08-09-2006,21.13,98.86,2.01,90.88,25.58,2.77
09-09-2006,17.74,98.88,2.2,86.17,26.59,8.02
10-09-2006,20.48,98.85,2.34,88.69,26.29,7.29
11-09-2006,19.32,98.75,2.77,91.79,25.76,8.61
12-09-2006,5.02,98.86,3.73,90.9,25.71,48.18
13-09-2006,7.12,99.04,3.29,91.8,25.39,102.13
14-09-2006,6.79,99.02,3.39,91.33,25.05,89.3
15-09-2006,9.4,98.97,2.77,92.01,25.15,25.18
16-09-2006,11.87,99.07,3.6,91.45,25.07,30.86
17-09-2006,14.53,99.14,2.56,92.71,25.15,16.13
18-09-2006,23.36,99.12,2.29,90.57,25.34,9.94
19-09-2006,19.43,99.04,2.41,90.9,25.55,7.36
20-09-2006,17.57,99.1,1.99,90.66,25.47,7.75
21-09-2006,15.17,99.17,2.43,91.45,25.5,14.39
22-09-2006,22.54,99.11,1.93,90.27,25.48,5.84
23-09-2006,16.93,99.14,1.75,89.79,25.73,3.99
24-09-2006,21.7,99.19,1.59,89.24,25.75,6.88
25-09-2006,19.22,99.29,2.35,90.29,25.38,42.95
26-09-2006,12.34,99.3,1.52,83.85,25.01,24.15
27-09-2006,24.41,99.11,1.5,85.84,24.66,1
28-09-2006,23.36,99.13,2.24,86.41,25.01,1.09
29-09-2006,18.4,99.12,2.36,87.88,25.03,18.75
30-09-2006,17.15,99.16,2.48,91.1,25.22,23.08
01-10-2006,19.85,99.16,2.57,89.67,25.64,16.05
02-10-2006,21.04,99.04,2.4,87.37,25.6,12.88
03-10-2006,13.78,99.05,2.14,88.37,25.67,16.67
04-10-2006,17.94,99.23,2.11,88.02,25.65,13.81
05-10-2006,20.18,99.21,1.83,88.63,25.56,13.72
06-10-2006,16.21,99.21,1.75,88.48,25.73,8.47
07-10-2006,15.1,99.17,2.52,89,25.88,22.91
08-10-2006,12.88,99.27,3.07,89.85,25.3,28.78
09-10-2006,14.49,99.32,1.49,87.43,25.13,4.71
10-10-2006,20.11,99.32,1.34,86.07,25.57,2.44
11-10-2006,21.82,99.4,1.19,88.32,25.72,0.99
12-10-2006,22.05,99.32,1.26,81.33,26.73,0.83
13-10-2006,20.43,99.32,1.74,85.19,25.83,8.98
14-10-2006,20.79,99.38,1.09,86.23,26.1,8.64
15-10-2006,20.65,99.27,1.01,87.53,25.96,2.55
16-10-2006,17.57,99.23,0.87,85.1,26.35,6.39
17-10-2006,6.33,99.31,1,87.75,25.71,3.24
18-10-2006,22.46,99.28,1.13,86.35,25.9,2.04
19-10-2006,20.21,99.23,1.47,84.45,26.25,8.23
20-10-2006,21.01,99.3,0.76,85.25,26.18,10.59
21-10-2006,13.22,99.38,1.29,86.7,25.83,6.44
22-10-2006,22.49,99.3,1.29,81.02,26.51,0.69
23-10-2006,22.13,99.28,1.13,76.05,26.65,1.34
24-10-2006,20.48,99.26,0.99,77.26,26.35,0.77
25-10-2006,20.79,99.31,1.14,76.84,26.27,0.91
26-10-2006,17.12,99.23,1.12,79.64,26.81,2.98
27-10-2006,21.59,99.17,1.07,81.59,26.47,1.75
28-10-2006,16.05,99.05,1.52,85.12,26.28,10.35
29-10-2006,19.42,99.04,1.39,89.87,25.33,21.78
30-10-2006,20.04,99.12,1.36,85.52,26.15,3.52
31-10-2006,18.97,99.14,1.14,83.73,26.6,2.78
01-11-2006,10.54,99.09,1.08,86.33,26.15,16.05
02-11-2006,18.63,99.05,1.19,88.59,25.66,12.57
03-11-2006,10.66,99.18,0.75,87.54,25.21,8.21
04-11-2006,19.58,99.21,1.54,83.53,25.47,2.84
05-11-2006,17.38,99.28,1.24,91.21,25.13,14.28
06-11-2006,13.58,99.31,0.98,88.34,25.25,32.7
07-11-2006,15.51,99.23,0.82,81.15,25.45,6.15
08-11-2006,14.17,99.29,0.97,78.87,25.12,1.27
09-11-2006,13.2,99.32,0.96,77.47,26.31,1.75
10-11-2006,21.76,99.33,1.52,78.19,26.39,0.19
11-11-2006,21.89,99.33,1.51,77.79,26.32,0.31
12-11-2006,21.29,99.27,1.32,76.12,26.44,0.05
13-11-2006,20.9,99.18,1.5,75.5,26.29,0.01
14-11-2006,20.71,99.14,1.36,79.12,26.42,0.42
15-11-2006,19.06,99.15,1.29,78.6,26.63,1.87
16-11-2006,17.16,99.09,1.35,80.53,26.62,2.41
17-11-2006,19.12,99.03,1.55,78.31,26.78,0.85
18-11-2006,9.97,99.09,1.49,84.42,26.06,15.51
19-11-2006,19.05,99.17,1.14,86.39,26.17,12.9
20-11-2006,15.84,99.15,1.19,90.61,25.64,25.41
21-11-2006,12.23,99.1,1.49,89.83,25.19,8.25
22-11-2006,7.48,99.12,1.3,81.65,25.88,3.59
23-11-2006,7.8,99.17,1.03,86.04,25.67,4.77
24-11-2006,16.63,99.16,0.68,85.38,25.64,0.56
25-11-2006,18.09,99.14,1.55,82.12,26.03,0.47
26-11-2006,18.21,99.1,1.29,82.01,26.56,0.03
27-11-2006,12.33,99.09,1.35,82.15,26.56,1.21
28-11-2006,17.51,99.17,0.86,86.57,25.97,0.93
29-11-2006,15.72,99.27,1.07,79.69,26.61,0.33
30-11-2006,17.03,99.32,1.33,77.88,26.13,0.07
01-12-2006,17.87,99.34,0.93,70.55,25.56,0
02-12-2006,20.23,99.38,1.21,65.73,24.39,0
03-12-2006,18.25,99.39,1.4,71.33,24.87,0.01
04-12-2006,17.98,99.51,1.2,71.21,25.37,0.01
05-12-2006,20.54,99.5,1.26,69.66,24.75,0
06-12-2006,16.76,99.41,1.18,67.83,24.5,0
07-12-2006,20.99,99.35,1.46,65.72,24.02,0
08-12-2006,20.56,99.38,1.54,69.35,23.72,0
09-12-2006,20.73,99.49,1.72,70.81,23.86,0
10-12-2006,20.16,99.42,1.56,74.57,24.38,0
11-12-2006,19.19,99.28,1.23,81.24,25.73,0.01
12-12-2006,18.6,99.28,0.76,79.71,26.07,0.05
13-12-2006,15.45,99.32,1.1,77.22,26.47,0.42
14-12-2006,17.79,99.42,1.1,71.74,25.21,0
15-12-2006,19.99,99.39,1.44,72.23,24.16,0
16-12-2006,16.94,99.39,1.5,69.45,23.85,0
17-12-2006,19.02,99.39,1.76,69.65,23.34,0
18-12-2006,19.92,99.3,1.03,65.73,24.19,0
19-12-2006,18.94,99.34,1.39,66.56,23.96,0
20-12-2006,17.66,99.36,1.62,68.94,23.86,0
21-12-2006,19.15,99.3,1.59,69.06,24.29,0
22-12-2006,19.8,99.19,1.95,71.24,24.36,0
23-12-2006,19.83,99.25,1.48,70.45,24.83,0
24-12-2006,19.47,99.23,1.41,70.58,24.63,0
25-12-2006,19.41,99.29,1.2,72.19,24.28,0
26-12-2006,18.09,99.28,1.5,70.96,24.26,0
27-12-2006,19.12,99.28,1.3,71.94,24.52,0
28-12-2006,20.62,99.39,1.15,69.89,24.44,0
29-12-2006,20.73,99.53,1.23,67.69,24.13,0
30-12-2006,20.75,99.54,1.42,62.67,23.3,0
31-12-2006,18.4,99.54,1.2,64.29,23.66,0
01-01-2007,20.38,99.57,1.59,66.84,23.48,0
02-01-2007,19.73,99.59,1.12,63.6,23.42,0
03-01-2007,19.31,99.55,1.6,65.41,23.26,0
04-01-2007,19.56,99.49,1.38,65.45,23.35,0
05-01-2007,19.37,99.38,1.28,65.78,23.23,0
06-01-2007,19.41,99.36,1.85,73.24,23.53,0
07-01-2007,19.62,99.38,1.62,70.93,23.9,0
08-01-2007,20.71,99.33,1.62,63.58,24.1,0
09-01-2007,20.41,99.4,1.88,69.12,25.05,0
10-01-2007,20.35,99.43,1.29,70.58,25.47,0
11-01-2007,20.69,99.35,1.59,68.08,24.95,0
12-01-2007,17.6,99.36,1.58,69.92,25.67,0
13-01-2007,20.39,99.36,1.37,66.96,25.49,0
14-01-2007,21.35,99.36,1.58,62.54,24.87,0
15-01-2007,20.74,99.33,1.3,64.1,25.14,0
16-01-2007,20.6,99.35,1.56,64.81,25.44,0
17-01-2007,18.32,99.44,1.61,69.73,24.99,0
18-01-2007,18.99,99.46,1.34,66.14,25.17,0
19-01-2007,16.01,99.49,1.32,59,25,0
20-01-2007,20.25,99.43,1.28,60.58,24.96,0
21-01-2007,21.89,99.48,1.75,64.44,25.24,0
22-01-2007,21.17,99.55,1.11,66.39,25.82,0
23-01-2007,22.26,99.57,1.66,59.15,25.13,0
24-01-2007,21.81,99.54,1.63,63.56,25.15,0
25-01-2007,20.41,99.46,1.58,64.91,25.41,0
26-01-2007,20.93,99.42,1.25,65.34,26.03,0
27-01-2007,18.52,99.44,1.23,67.95,26.52,0.04
28-01-2007,13.51,99.4,0.95,68.6,27.47,0.37
29-01-2007,20.94,99.37,1.25,68.05,26.6,0.48
30-01-2007,18.33,99.44,1.41,69.32,27.14,0.04
31-01-2007,22.43,99.53,1.24,64.27,27.12,0.11
01-02-2007,22.84,99.49,1.49,61.29,26.25,0
02-02-2007,23.09,99.46,1.64,56.04,26.33,0
03-02-2007,21.4,99.57,1.63,67.97,26.32,0
04-02-2007,21.71,99.42,1.59,66.74,26.25,0.68
05-02-2007,21.66,99.34,2,64.36,26.21,0
06-02-2007,21.69,99.34,1.99,63.86,26.15,0
07-02-2007,22.22,99.32,1.91,62.65,26.44,0
08-02-2007,19.93,99.35,1.6,66.79,26.86,0
09-02-2007,22.72,99.31,1.74,59.86,26.44,0.02
10-02-2007,20.54,99.3,1.86,60.46,25.97,0
11-02-2007,21.45,99.37,1.81,65.52,26.44,0
12-02-2007,21.11,99.36,1.93,67.2,26.26,0
13-02-2007,23.1,99.31,2.36,70.07,25.66,0
14-02-2007,23.95,99.39,2.01,67.5,25.29,0
15-02-2007,24.18,99.46,2.41,61.76,25.5,0
16-02-2007,24.16,99.29,2.39,62.59,25.6,0
17-02-2007,22.69,99.28,2.1,65.24,26.35,0
18-02-2007,22.26,99.18,2.01,61.54,27.31,0
19-02-2007,16.58,99.26,1.57,68.73,27.25,0.01
20-02-2007,21.09,99.28,1.65,67.03,27,0.1
21-02-2007,23.97,99.34,1.72,54.91,26.94,0
22-02-2007,24.38,99.15,1.95,53.1,26.66,0
23-02-2007,24.14,99.05,1.99,56.84,26.52,0
24-02-2007,22.58,99.17,1.64,60.98,26.86,0
25-02-2007,24.12,99.16,2.22,62.03,27.54,0
26-02-2007,23.91,99.06,2.32,60.6,27.37,0
27-02-2007,23.8,99.07,1.88,61.41,27.78,0
28-02-2007,22.96,99.14,1.79,62.33,28.2,0
01-03-2007,18.98,99.22,2.47,67.77,27.59,0.01
02-03-2007,23.86,99.18,2.98,62.52,26.94,0
03-03-2007,23.95,99.1,2.52,61.38,27.87,0
04-03-2007,22.21,99.15,1.8,64.23,28.16,0
05-03-2007,22.63,99.34,1.65,66.78,28.15,0.07
06-03-2007,24.02,99.17,1.88,63.8,28.38,0
07-03-2007,22.81,99.08,1.95,70.08,27.65,0.75
08-03-2007,23.26,99.07,1.81,63.97,27.95,0
09-03-2007,22.86,99.09,2.01,59.39,28.06,0
10-03-2007,23.08,99.18,1.78,55.53,28.47,0
11-03-2007,23.83,99.19,1.81,57.93,28.4,0
12-03-2007,24.2,99.25,1.95,60.2,28.42,0
13-03-2007,24.26,99.22,2.34,61.82,28.5,0
14-03-2007,24.36,99.14,2.31,59.4,28.83,0
15-03-2007,23.68,99.11,2.02,61.65,28.85,0
16-03-2007,25.13,99.12,1.87,61.96,29.3,0.23
17-03-2007,24.81,99.14,1.66,63.6,29.43,0
18-03-2007,23.65,99.05,1.85,62.9,29.49,0.01
19-03-2007,23.25,99.12,1.87,63.69,29.67,0.01
20-03-2007,23.52,99.27,1.89,64.63,29.28,0.02
21-03-2007,22.37,99.28,1.85,65.89,29.14,0.02
22-03-2007,23,99.29,2.44,64.98,29.11,0.07
23-03-2007,24.2,99.28,2.19,62.82,29.63,0.03
24-03-2007,24.01,99.35,1.94,64.14,29.3,0.03
25-03-2007,23.02,99.1,2,64.58,29.08,0.47
26-03-2007,21.36,99.12,1.67,69.73,28.55,0.55
27-03-2007,23.78,99.16,1.79,65.4,29.49,0.02
28-03-2007,21.78,99.22,1.77,65.04,29.69,0.01
29-03-2007,24.01,99.1,1.74,63.57,29.87,0.01
30-03-2007,23.12,99.12,1.76,67.58,29.45,0.01
31-03-2007,24.21,99.15,1.8,63.4,29.59,0.02
01-04-2007,24.23,99.19,1.99,71.17,29.37,0.04
02-04-2007,23.43,99.07,2.17,71.18,29.42,0.09
03-04-2007,23.43,98.98,1.92,70.08,29.39,0.08
04-04-2007,22.57,98.91,1.9,65.44,30.36,0.04
05-04-2007,23.98,98.99,1.69,64.46,30.27,0.04
06-04-2007,20.09,99.12,1.61,66.83,29.51,0.16
07-04-2007,23.2,99.13,1.74,71.23,28.95,0.3
08-04-2007,24.14,99.1,1.37,71.55,28.78,0.31
09-04-2007,24.76,99.11,1.91,69.33,29.47,0.19
10-04-2007,25.05,99.12,1.81,67.98,29.69,0.45
11-04-2007,23.95,99.03,1.91,67.24,29.62,1.89
12-04-2007,24.27,98.93,1.96,66.47,29.82,2.29
13-04-2007,24.52,98.95,2.13,63.25,30.35,0.28
14-04-2007,25.5,99,1.99,63.61,30.3,0.24
15-04-2007,25.2,99.04,2.08,64.3,29.99,2.71
16-04-2007,25.49,99.01,1.73,66.58,29.75,11.34
17-04-2007,22.93,99.06,1.33,74.72,28.57,10.68
18-04-2007,24.13,99.07,1.51,72.47,28.79,0.63
19-04-2007,24.87,99.07,1.61,70.46,29.11,1.51
20-04-2007,24.37,99.14,1.86,73.36,28.8,1.06
21-04-2007,24.89,99.13,2.51,71.36,29.48,4.04
22-04-2007,23.86,99.18,2.14,77.11,28.64,6.25
23-04-2007,25.15,99.1,2.25,69.08,29.09,4.5
24-04-2007,24.87,98.97,2.02,68.11,29.22,0.43
25-04-2007,25.92,98.93,1.94,66.03,29.81,0.03
26-04-2007,24.82,99,1.69,71.76,29.45,0.29
27-04-2007,24.38,99.11,1.1,75.18,28.82,0.24
28-04-2007,24.33,99.06,1.15,74.17,28.73,0.37
29-04-2007,23.2,99.01,1.34,73.24,28.8,0.44
30-04-2007,23.53,99.05,1.38,77.38,28.47,15.23
01-05-2007,21.11,99.16,1.44,84.33,27.76,19.17
02-05-2007,20.74,98.99,1.72,80.73,28.01,0.95
03-05-2007,17.39,98.85,1.7,79.94,28.2,8.75
04-05-2007,19.03,98.81,1.63,79.63,28.54,3.37
05-05-2007,23.44,98.87,1.77,78.29,28.64,0.71
06-05-2007,20.47,98.85,1.47,78.08,28.34,2.44
07-05-2007,12.98,98.87,0.9,79.91,27.89,4.65
08-05-2007,21.64,98.94,1.33,79.44,27.86,5.34
09-05-2007,21.32,99.07,1.56,78.75,28.04,2.38
10-05-2007,23.64,99.08,2.08,75.6,28.41,0.1
11-05-2007,23.33,98.94,2.45,75.12,28.66,0.18
12-05-2007,23.21,99,2.54,74.6,28.67,0.18
13-05-2007,24.12,98.96,2.97,72.54,29.12,0.15
14-05-2007,24.66,98.98,2.64,71.75,28.82,0.42
15-05-2007,25.48,99,2.84,70.14,28.72,0.05
16-05-2007,26.39,99.01,2.26,68.43,28.56,0
17-05-2007,27.08,98.99,1.99,70.82,29.15,0
18-05-2007,25.71,99.05,1.93,73.84,29.01,0.05
19-05-2007,26.48,99.08,1.72,73.74,29.07,0.02
20-05-2007,25.93,99.04,1.87,70.93,29.09,0.03
21-05-2007,25.79,98.92,1.77,69.83,28.91,0.09
22-05-2007,25.71,98.85,2.01,73.14,29.07,1
23-05-2007,24.45,98.93,1.97,75.43,29.19,0.6
24-05-2007,23.14,98.99,1.78,77.9,28.21,1.34
25-05-2007,18.38,98.97,1.84,80.3,27.6,2.27
26-05-2007,7.69,99.09,1.77,86.09,27.14,30.85
